你好 请 讲 其他   喂 您好   先生 嗯 请 讲   你 帮 我查 一下 我 这个 手机 呃订 了 哪些 套餐 能 看得出来 吗   这边 帮 您 看 了 一下 有 收费 的 业务 套餐 费 一个月 八十八 然后 这边 有 一个 来电 提醒 一个月 三块 钱 然后 有 一个 彩铃 六块 彩印 三块 手机 阅读 六块 没有 其他 扣费 了   彩铃 六块 六块 是 什么 东西 啊   彩铃 六块钱 手机 阅读 六块 彩印 三块 这些 业务 要 取消 吗   什么 阅读
您好 很 高兴 为您服务 哎 哇 稍 等   你好   呃 你好 呃 我 这边 好像 有办 一个 三十块 钱 刚才 那个 流量 包 的 吗   噢 对 没错 是 的   好 那 你 帮 我 取消 掉 好 吗   恩好 的 那 这个 我 帮 您 下个月 取消 掉 了 流量 就 只能 这个 月 使用   啊   好 的 好 的 那 已经 为 您 取消
你好 请 讲 你好   喂 你好   诶 您 说   呃 你 帮 我查 一下 我 这个 号码 除了 正常 的 月租 的 现 套餐 以外 还 是不是 有 开通 一个 什么 流量 啊   嗯 对 有 开通 二十元 套餐   二十元 的 二十 兆 的   还有 一个 您 单位 的 一个 集团 网有 个 一块钱 的   呃 集团 网
嗯 你好 请 讲   呃 你好 我 想 问 一下 我 现在 这个 手机 办 了 什么 业务 啊   哎 稍 等 我 这边 帮 您 看 一下 哈   嗯 好   这 张卡 的话 呢 目前 是 十八元 的 套餐 那 另外 还有 一个 来电 提醒 两块 有 一个 嗯 搜狐 影 包月 还有 个 设置 高 数据 会 高级 会员 这 两个 要 取消 掉 增值 业务   噢 那个 增值 业务 这种 什么 时候 开始 扣费 了 我 没有 办   现在 从 二月份 有 订购 一直 都 没有 关闭   从 二月份 吗
很 高兴 为您服务 哎 你好 我 想 请问 一下 就是 我 之前 呃 没有 那个 人员 帮 我 呃 喂 我 这边 一种 套餐 嘛 是 有 办 了 一次 好像 是 五十元 一 g 的 查 一下 是不是 啊   啊 对 是 有 一个 流量   嗯 那 那 到期 的话 看 它 会 自动 取消 吧   到期 本月 到期 我 帮 您 登记 自动 取消 哎行 好 谢谢 啊 现在 请 您 稍等一下   就   那 这边 要 提醒您 一下 这个 流量 本月 如果 没有用完 就 没有 保留 到 下个月 啊   诶 行好   那 请问 还有 什么 可以 帮到 您 的
你好   诶 喂 你好 这个 手机 里面 有 什么 套餐   呃 您 这 十八元 的 套餐   然后 没有 别的 吗   我 看 一下 嗯 没有 其他 收费 业务 了 就 套餐 费 十八 哈   那 十八 里面 有 什么 送 一百 分钟 但是 为什么 直接 扣 五十元 什么 东西   就是 扣 五十元   对 啊
您好 请 讲   诶 请 帮 我查 一下 本 机 增值 业务   好 的 马上 帮 您 查询 您 号码 的话 目前 是 一个 这边 优惠 的 流量 九元 的 日 租卡 那 其他 额外 的 一些 增值 业务 的话 帮 您 查看 这些 的话 都 取消 了 下个月 的话 都 没有 了 那 就 一个 套餐 下个月   卡   其他 业务 的话 这边 帮 您 查询 都 已经 取消 过 了 就 已经 下个月 的话 就 没有 下个月 就 一个 套餐 没有 其他 额外 的   嗯 嗯 这个 我 跟 你 讲 这个 我们 是 小孩子 用 你 你 你 帮 我 那个 互联网 那个 下个月   关掉 吗   啊 关掉
您好 很 高兴 为您服务   你好 我 看 今天 收到 一条 信息 给 我 开通 了 一个 什么 什么 叫 一个 校园 的 一个 一个 什么 套餐 八块钱 的 什么 情况 这个   嗯 我 帮 您 看 一下   哎   呃 是 有 这个 笑 那个 学校 的 是 那个 小孩子 的 我 知道 我 知道 那边 统一 办理 的   问题 我 都 不 知道 是 什么 情况 这些 那些 电话 那边 的 我 人 在 上午 怎么 可能 会 加入 的 人 的 套餐 呢 因为 他 也 没有 学生 啊   就家 里面 有没有 小孩子 在 念书 的   没有 我 就是 小孩子 小孩子 嗯
你好 高兴 为您服务   噢 那个 帮 我 取消 一下 那个 五十块 钱 的 卡好 稍等一下 好   您好 请稍等   喂   你好 请稍等 您好 这边 的话 已经 帮 您 取消 好 了 那 其他 什么 可以 帮 您 的 吗   什么 时候 生效   下个月 没有 了 下个月   噢 那 你 看 一下 我 还有 没有 还有 没有 其他 的 什么 嗯 退 的 增值 业务 啊
下午 好 很 高兴 为您服务   喂   你好   不是 你 现在 我 这个 套餐 是不是 八十八 的   对   能改 一下 吗   噢 你 要 改 什么 套餐   改能 改 那个 有 有 五十八 三十八 的
嗯 您好 兴 您 服务 喂 你好   这么 说区 我 这个 就是 三十八 元 的 套餐 啊   噢 对 没错   好 那 你 看看 能 不能 帮 我 改成 那个 十八元 的 套餐 啊   可以 您 稍 等 我 看 一下   噢   是 这 样子 您 这边 有办 那个 宽带 所以 跟 套餐 是 有 绑定 的 现在 在 宽带 期间 是 改不了 十八元 的   是 跟 宽带 有 绑定 的 是 吧 没 办法 吗
您好 您 请 说   好好   你好 诶 你好   嗯   那个 我 那边 是不是 有个 什么 安心 锁 是 吧 我 看 一下 您 稍 等 对 您 这边 的话 就是说 如果说 你 流量 用 完 之后 的话 他会 给 您 限速 如果 您 要是 不 想要 的话 您 可以 发送 一条 短信 取消 流量 限速 噢 那 你 你 这边 不能 帮 我 直接 现在 幺 六 您 这边 没有 办理 啊 您 这边 目前 没有 被 限速 没有 问题 对 没有 被 限速 所以 说 就 不用 取消 了   噢   谢谢 谢谢 好 还有 什么 可以 帮 您 吗 噢 没 了 没事 那 祝您 天天 生活 愉
知道 您好 请 讲   诶 你好   你好   但 我 说 除了 套餐 套餐 然后 呃 我 办 了 这个 套餐 嘛 噢 然后 还有 其他 的 什么 业务 你 都 帮 我 取消 掉   就是 保留 幺 八八 的 套餐 其他 全部 取消   对 对 对 对 对 对 对   好 您 稍 等 那 那个 集团 网 的 集团 网 应该 不用 取消 吧   行行 嗯 集团 网是 很 好 公司 的 是 吧
谢谢   您好 请 讲   哎 你好 我 想 问 一下 咨询 下 我 本机 的话 它 是 都 是 有 什么 套餐 呐   呃 这个 手机 套餐 费 九十九 块 的   啊 那 知道 了   其他 之前 有 做 一个 活动 是 五十块 一个 流量 包 那 您 自己 只要 付 二十 就 可以 了 二十块 钱多加 两 g 它 有 优惠 六个月 多加 二十块 钱 呃 其他 的话 我 帮 您 看 一下 您 说 五十 g   五十 g 一个 流量 的 吗   五十元 它 本来 是 怎么 块 两 g 本来 是 五十块 两 g 现在 做 活动 的话 您 只要 付 二十 就 可以 了 二十块 两 g
您好 很 高兴 为您服务   哦 你 帮 我 把 那个 套餐 里面 这个 我 这 里面 好像 有个 流量 包给 我 开 就 可以 了   对 对 对 对 要 取消 吗   啊 帮 我 取消 掉   可以 呃 您 这个 的话 是 原来 有 参加 了 活动 这个 活动 还 没 到期 只收 您 十块钱 十二月 一号 到期 得 下个月 来电 取消   那 你 直接 帮 我 预约 取消 掉 了   帮 您 可以 的 那 取消 掉 它 最后 一个月 的 流量 有 剩余 不 结转 下个月 用 啊   噢 然后 那个 每个 月 的 现在 还有 说 是
喂 你好 请 讲   等 一下 我 想 请问 一下 我 除了 基本 套餐 以外 还有 什么 业务 啊 啊   除了 三十八 套餐 之外 您 这边 下个月 改了 五十八 有 一个 流量 包 五块 给 您 取消 掉 吧 每个 吗 块钱 流量 包 五块 钱   呃 好好 好好   给 您 关闭 它 流量 不 累计 关闭 好 了   那 还有 什么 吗 说 基本 套餐 以外   其他 的 业务 暂时 没有 校 讯通 八块 要 取消 掉 吗 什么 八块钱 的 校 讯通 啊 幺 校 讯通   校 讯通 是 用 什么 的
您好 请 讲   喂 你好   您好 您 说   呃 我 你 帮 我查 一下 现在 这个 是 什么 套餐 的   您 是 三十 八块钱 套餐 里面 五百 兆 流量 一百 分钟 厦门 打 全国 的 通话 的   呃 那 我 这个 可以 降级 吗   可以 呀 你 要 降到 多少   呃 就是 嗯 降到 最低 吗
您好 请 讲   呃 你 帮 我查 一下 这个 手机 哦 就 说 费用 哪些 那个 业务 的 订 的   好 您 现在 就是 基本 套餐 每个 月 七十九 这个 呃 其他 收费 的 没开 了 就 这个 就 还有 一个 惠民 网 一个月 一块钱 其他 收费 没开 了   噢 七十九 块 是 包括 那个 宽带 的 对 吧   对   宽带 现在 是 多少 兆 的 那个 那个 网速 啊   二十 兆 带宽   二十 兆 的 宽带 我 是
您好 请 讲   喂 你好 你好 我 想 查询 下 我 本机 有 几个 就是 套餐 每个 月 什么 消费   我 给 您 看 一下 请问 您 月租 之外 的话 其他 的话 有个 家庭网 剩下 的 没 了   家庭网 是 什么   就是 一个 互打 五五 幺 五二 这个   噢 其他 都 没 了 那 我 就是 除了 一个 三十八 其他 都 没 了 对 吧   对 啊 其他 都 是 一些 参加 比如说 活动 的 都 关不掉 了 比如说 那个 流量 原价 是 三十 您 要 出 十五块 钱 有 活动 限制 的 你 没 办法 取消 的   就 这 两个 对 吧 这个 月 三十八 一个 十五 嗯 嗯 噢 那就是说 取消 不了 就 不 不能取消 掉 是 吧 对 对 对 它 到时候 自动 关 噢 要 多久
你好   喂 你好   恩 您 说   我 这部 这 部手机 是 绑定 宽带 业务 帮 我查 一下   我 看 一下 您 稍 等 有 啊 本机 有 办 宽带   可不可以 转 一下 转移 到 别的 手机   噢 那 不好意思 如果 这个 号码 不想 办 宽带 那 您 要 取消 宽带 其他 号码 办 没有 转移 的 噢   噢 这个 号码 要 取消 幺
您好 很 高兴 为您服务   哎   喂 你好   哎 你 帮 我 看 一下 我 这个 套餐 是 多少 的   您 的 套餐 是 三十八 的 有 一百 分钟 加 五百 兆 流量   哎 十八 那 上个月 怎么 有 收到 了 一个多 扣 了 一个 什么 十块   呃 那个 十块钱 女士 我 帮 您 查 了 一下 是 那个 石头 剪刀 布 赢得 一 百兆 流量 它 虽然 说 在 您 的 账单 里面 会 有 但是 不 扣钱 的 所以 您 放心 没有 产生 话费 呢 只不过 账单 里面 会 体现 出来 也 不会 扣 话费   噢 这 样子
您好 请 讲行   我 这个 四十 怎么 样子 每天 都 要 扣费 上线 可不是 啊   您 每天 扣费 是 您 的 宽带 费 按 天扣 一天天 扣 的   噢 宽带 宽带 消费 的 上   没错 宽带 费 按 天扣   噢 那 我 肯定 会 取消 一下 啊 我 去 交下   它 说 您 的 话费 里面 扣掉 您 现在 话费 欠费 就 尽快 充 话费 就行   噢 好 我 我 就 我 是 我 这个 套餐 是 什么 套餐 就是 一百 一百 分钟 两百
您好 您好   喂 你好 诶 我 那个 你们 昨天 移动 不是 有 那个 套餐 我 原来 三十八 的 套餐 嘛 对 不 对   对   那 现在 他 你们 那个 业务员 他 说 要 要 要 用 五十八 嘞 那 我 原来 不是 有 你们 有 一个 优惠 什么 赠送 什么 所以 我们 我们 返还 四十元 那个 那个 那个 吧 我 想 问 一下 我 完事 是 十块钱 的 那个 电话费 呀 那 我 是 到 一月 一月份 到 了 那 我 现在 查 怎么 说 你 那个 兆 是 怎么 没有   有 啊   没有 再 返还 给 我 啊   有 有 有 它 那个 是 这 样子 噢 呃 有 的 五十块 钱 还 四十 它 现在 这样 还有 因为 他 到 一月 一号 才 到期 嘛 咱们 余额 还 剩 八十块 钱 返还 嘞   你们 那边 我 他 叫 我 改完 我 本来 要 改 那个 小姐 还 跟 我 说 要 改 一下 等 那个 一月份 才 才 这种 那个 掉
您好 请 讲   嗯 您好 我 想 问 一下 我 早上 有 变更 过 套餐 是 吗   稍等一下 您 家 套餐 就 十八 套餐 跟 来电 提醒   别的 收费 的 套餐 业务 就 没有 看到 了 噢 我 知道 我 是 呃 刚才 是 有 一个 呃 它 有 一个 我 告诉 你们 移动 的 业务员 打电话 来 问 我 他 说 你们 现在 移动信息 这 一款 三十八 元 的 套餐 嘛 然后 它 问 我 要 要 不要 更改 套餐 吗 然后 我 说 我 要 更改 然后 我 就 想 咨询 一下 是不是 你们 那边 的 优惠 打来 问 不用 电视 不是 我们 这边 电话 打 给 你 我们 看不到 啊   但是 我们 现在 是 有 一种 新飞 享 的 三十八 套餐   是 要是 吧 那 那 我 有 有 有 同意 要 变更 但是 我 不 知道 有没有 下个月   带本机 想要 改 套餐   啊 没有 是 吧 没有 噢 然后 我 就 想 问 一下 对 因为 现在 现在 现在 我 也 不 懂 您 的 电话 还 没有 更改 因为 那个 电话 不会 显示 幺 零零 八六
中午 好 请 讲   喂 我 想 问 一下 我 那个 下个月 的 套餐 是不是 这个 三十八 的 那个   呃 下个月 套餐 的话 是 有 改成 三十八 的 新飞 享 套餐   我 说 你们 这个 可以 马上 改 套餐 吗   噢 不能 随便 帮 您 改 套餐   那 我 我 这个 月 还是 那个 二二零一 六年 了 然后 这个 月 刚刚 号 到期   是不是 有人 打电话 给 您 推荐 您 改成 新版 的 新版 的 是 都 要 算 的   没有 它 给我发 一条 短信
您好 请 说   哎 你好 你 帮 我查 一下 我 这个 手机 有没有 办 那个 流量 套餐 的   嗯 这个 月 的 流量 只有 五八 套餐 里面 的 五百 兆 然后 下个月 是 一百三十八 里面 本地 龙岩 不 限量 的   噢 那 其他 的 然后 如果 以后 就是说 我办 了 那个 一百三十八 的 吧 过后 的话 这个 五十八 这个 就 自动 取消 了 对 吧   对 没错   噢 那 好 谢谢 啊   不 客气 还有 什么 疑问 吗   嗯 没有 了 我 是 以为 因为 它 那个 流量 就 够用 了 嘛 我 以为 我 现在 这个 还有 其他 的 流量 说 如果 有 的话 给 他 关掉
您好 很 高兴 为您服务   诶 你好 帮 我 看 一下 我 是 办理 了 一个 五十八 元 的 什么 套餐 是 吗   呃 我 看 一下 呗 下个月 你 有 改 了 五十八   能 帮 我 改回来 吗   我 看 一下 您 稍 等 嗯 那 可以 的 那 我 这边 帮 您 改 原来 的 三十八   它 那个 五十八 我 想 问 一下 他 的 那个 流量 跟 那个 什么 通话时间 什么 什么 都 是 呃 分 月 分送 的 是 吗   嗯 没有 它 这个 五十八 的 它 分钟 数 和 流量 是 每个 月 都 有 它 分钟 数是 一百 分钟 在外 地点 打电话 三百 分钟 在 本地 打   如果 然后 流量 呢
你好 中午 好   哦 你好 我 昨天 去 申请 的 那个 叫 什么 新飞 享 是不是 能 有没有 给 我 发现 申请 啊   嗯 我查 一下 吗   你好   噢 我 看 了 一下 这个 问题 已经 有 报上去 了 现在 工作人员 已经 在 给 您 处理 了 呃 后面 什么 情况 我 给 您 打电话 因为 我 看 他 今天 呃 刚刚 十一点多 有 联系 过 您 了 但是 您 没有 接到 电话   我 觉得 没 了 没 了   对 对 我 再 去 催 一下 让 工作人员 尽快 再 给 您 回个 电话 您 后面 留意 一下 好 吗   对
您好 很 高兴 为您服务   喂 你好 帮 我查 一下 我 现在 流量 套餐 是 哪 一个   流量 套餐 的话 呢 就是 五十八 套餐 五百 兆 另外 开 了 一个 五十块 钱 一个 g 就 您 一个 g 五百 兆 的 流量   那 我 要 把 那个 五十块 钱 取消 掉   可以 啊 那 我 帮 您 五十块 钱 流量 取消 下个月 失效 如果 您 这个 月 五十块 钱 流量 没有用完 累积 不了 下个月 噢   呃 好 我 知道 了
您好 很 高兴 为您服务   喂 你好 帮 我 看 一下 我 那个 开通 了 什么 东西 啊   噢 马上 给 您 查询 的 啊 您 现在 用 的 就是 如果 用 一百三十八 块钱 套餐 另外 的话 是   呃 因为   个 这边 看到 有 一个 流量 包 二百八十 块钱 的 可 选包 如果 您 不 需要的话 帮 您 下个月 取消   这个 月 开 了 吗   呃 是 看到 这个 月 十九号 开 的 有 个 流量 包   怎么 给 他 开 的 现在 是 通过 什么 方式 开 的 都 不 知道 有开 的
您好 请 说   哎 你好 麻烦 你 帮 我 查询 一下 里面 有 什么 套餐   啊 先生 您 目前 呢 这个 是 五十八 元 的 飞享 套餐 然后 这个 里面 还有 一个 是 十块钱 那个 流量 包 活动 到 二月 一号 明年 二月 一号 到期 的 还有 两块钱 的 来电 提醒 对 对 对 下个月 的话 您 是 升级 为 那个 八十八 元 新飞 享 套餐 了 还有 一些 家庭网 的 套餐 业务   嗯 嗯 那 其他 没有 了   嗯 其他 目前 暂时 没有 啦 就 这些   噢 好 的 好 的 谢谢 啊   不用 客气 还有 没 别的 可以 帮到 您 的   嗯 没有 了 谢谢
下午 好 呃 您好 我 想 问 一下 我 这 张卡有 开通 什么 套餐 要 收费 的   我 看 一下 现在 是 二十八 块 的 套餐 费 其他 的 您 稍等一下 看 一下 噢 嗯 没有 没有 其他 收费 了   没有 没 没有 开 十块 的 流量 吗   没有 开   就是 二十 八块钱 是 吗   对 啊 没有 十块 流量 包   十块钱 的 那 二十 八块钱 有 包括 什么   包含 本地 打 国内 电话 一百 分钟 三百 兆 流量 跟 来电显示
