你好 请 讲 其他   先生 嗯 请 讲   这边 帮 您 看 了 一下 有 收费 的 业务 套餐 费 一个月 八十八 然后 这边 有 一个 来电 提醒 一个月 三块 钱 然后 有 一个 彩铃 六块 彩印 三块 手机 阅读 六块 没有 其他 扣费 了   彩铃 六块钱 手机 阅读 六块 彩印 三块 这些 业务 要 取消 吗
您好 高兴 为您服务   您 用 的 是 五十 八块钱 的 套餐 啊 好   呃 四百 分钟 通话 三个 g 的 流量 跟 来电显示   有 十块钱 的 流量 包 那个 是 之前 您 当时 是 活动 参加 要 到 明年 的 三月份 到期 到期 自动 取消 好 所以 现在 取消 不了 对 不 对 现在 取消 不了 别的 业务
您好 请 讲   呃 我 帮 您 看 一下   您好 您 港澳台 漫游 功能 已经 有开 好 了   不 客气 那 感谢 来电 再见
您好 请 说 可以 听 得到 吗   呃 您好   请稍等   这边 查询 您 本机 目前 套餐 就 三十八 下个月 改成 噢 套餐 就是 三十八 然后 那个 其他 一个 来电 提醒 那个 加 起来 就 总共 是 四十块 还有 个 家庭网 三块 那 就 还有 一个 校 讯通 八块 呃 大概 是 这 样子
您好 很 高兴 为您服务   恩好 的 我 给 您 查 一下 好 的 有 办 了 一个 十块钱 一 g 的 夜间 流量 这个 要 取消 掉 吗   不要 是 保留 还 取消   噢 行 那 剩下 就是 你 幺 三八 套餐 里面 赠送 的 分钟 数 和 流量 还有 一个 来电显示 一个 两块钱
您好 很 高兴 为您服务   手机 的 业务 噢 您 这 手机 的话 套餐 费 每个 月 十八块 钱 然后 除了 这个 基础 套餐 外 其他 我 这里 帮 您 看 一下 稍 等 您好 您 现在 就 只有 这 十八 套餐 啦 没有 另外 收费   对 对   嗯 有 一 百兆 流量 和 一百 分钟 打电话 免费
您好 请 讲   嗯 嗯   还是 五百 兆加 两块钱 再见   嗯 它 每天 超出 了 五百 兆 后 之后 用 流量 的话 就 按照 一兆两 毛九扣 费 的 之前 它 相当 一千五百多
您好 很 高兴 为您服务   您 稍 等 帮 您 看 一下   没 设置 呼叫转移 啊   没有 设置 啊
您好 请问 什么 帮助 您   我 先查 一下 呃 上网 套餐 的话 没 没有 包 二十块 钱 啊 这边 是 三十八 的 月租 有 自带 五百 兆 啊   恩 您 流量 用 的 不 多 但是 每月 也 会 用到 差不多 个 等 一下 有用 到 将近 的话 两百多 兆 左右 所以 我 建议您 可以 把 三十八 套餐 取消 然后 更 改成 等 一下 我 给 你 查 一下 看能 不能 更改 过去 一下 嗯 您 可以 改成 二十八 元 的 套餐 里面 是 三百 兆 流量 本地 打 全国 一百 分钟 这 样子 就 就 可以 了 您 看 吗 看行 吗 好 的   对 啊 您 感到 嗯 还有 个 十八 的 它 只有 一 百兆 那 这个 就 不够 了 因为 您 每月 都 会 超出 一 百兆 啊
您好 请 讲 嗯 嗯   什么 可以 帮 您   噢 就是 改成 我们 新 的 三十八 套餐 也 是 三十八 一个月 但是 通话 有 三百 分钟 流量 有 一千五百 兆   对
你好 请 说   二十多条 信息 我查 一下 您 稍 等   那个 是 网络 上面 的 一个 点播 提醒 啊 可能 是 他 手机 不 小心 碰到 我们 网络 信息 然后 每条 都 是 一毛 一块 一块 这 样子 费用 提醒 然后 你 如果说 那个 没有 用到 您 可以 回复 那个 编码 那个 编码 回复 完 之后 赠送 就 不会 扣 然后 它 现在 这个 费用 都还没 扣除   它 那个 是 网络 信息 你 这边 的 有点 到 他 这边 到 那 就 会 那个 给 您 下发 我 帮 您 把 那个 梦网 信息 总开关 功能 先 关闭 掉 然后 避免 一些 网络 上面 的 一个 进行 发送 跟 订购 就是 网络服务 信息 的 一个 订购 可以 帮 您 关掉 一下 噢
您好 很 高兴 为您服务 喂 你好   您 是 要 直接 改成 只有 送 流量 的 那种 是不是   只有 送 流量 那个 那个 是 五十块 钱 的 月租 然后 有 两千 四零 四十八 兆 流量 包括 来电显示 它 没有 送 分钟 数 打电话 都 是 另外 算 一分钟 两毛 的 可以 吗   它 全国 的 两千 零 四十八 兆 全国 通用
你好   那 我 帮 您 看 一下   这个 估计 是 他 做 活动 送 然后 现在 到期 了   是 吧 啊 对 啊
您 稍 等 五十八 三百 呃 四百 分钟 本地 分钟 数 三个 g 的 流量   稍 等 下个月 改成 十八块 的   对   稍等一下
呃 女士 您 是 说   呃 您 这个 是 八块钱 一个月 打电话 三十分钟 改完 一分钟 一毛 九   对 是 的   还有 什么 可以 帮 您 的 吗
您好 很 高兴 为您服务   稍 等 我 帮 您 查 一下 嗯 感谢您 耐心 等待 我 帮 您 看 了 一下 您 您 是 说 流量 也 没有 开通 这个 月 套餐 是 吧 对 呃 您 这 是 咪 咕卡 套餐 如果 有用 到 通用 流量 是 每天 扣 一块钱 每天 有 五百 兆 省内 流量 您 今天 的 五百 兆 省内 流量 已经 有 在 用 了 呀 兆 还 没用 完   是 上 网上 不了 吗 对 呃 您 有没有 重新 关机 再 开机 试 过   还是 不行 是 吧 那 手机 是 什么 品牌 什么 型号 的 手机
嗯 您好 请 讲 喂 你好 诶 你好   请稍等 我 帮 您 查看 一下 帮 你 查看 固定 的话 是 一百二十八 套餐 来电 提醒 两元 除了 这些 以外 就 宽带 剩下 的 就 家庭 亲情 网 呃 别的 就 加入 那个 晋江 翩然 气 这个 集团 网 别的 没有 了 哈   稍等一下 你 宽带 是 按 天扣 的   都 是 只是 你 之前 的话 第一年 免费 它 有 返还 话费 给 你 然后 现在 活动 结束 就 不再 返还 所以 你 就 觉得 现在 扣 的 就是 你 自己 的 钱 只是 之前 也 是 这种 方式 没扣 你 的 话费 而已
您好 请 说   嗯 您好   收费 业务 您 用 的 是 五十八 套餐 另外 的话 有 来电 提醒   三十块 钱 流量 包 这个 应该 是 送 的 我 看 一下 活动 对 这个 是 送 的 它 有 给 您 送 三十块 钱 话费 不用 扣 您 的 钱
可以 好 再见   小姐 您好   本机 的 好像 是 幺 三八 的 套餐 一百 八块钱 然后 对 福州 本地 的话 流量 不 限   呃 呃 分钟 数 的话 只能 是 一千二 其实 五百 分钟 的话 是 国内 都 可以 用 另外 几百 分钟 是 福州 本地 用
早上好 您 说   还有 一个 来电 提醒   号码 其他 没 了   应该 是 之前 嘛 现在 都 没有 了 这 两 这个 月 开始 就 只有 三十八 加 来电 提醒
您好 请 讲   呃 本机 的 是 五十八 的 全球通 这种 是 一百 分钟 通话 包括 来显 流量 五百 兆 的 这种   噢 可以 啊 因为 您 现在 其实 就是 哦 但是 你 有 一个 活动 啊 活动 它 那个 是 说 那个 保底 要 改 只能 往高 的 改改 低 了 还 改不了   呃 手机 活动 就是 八月份 办 的 但 帮 您 保底 什么 八十 元 的 手机 活动
哎 您好 请 讲   你好 诶 我 想 问 我 本 机厅 这边 用 多少 稍 等 我查 一下 十块 五毛 噢 是 不 那 现在 有开 应急 开机 吗 哎 我 看 一下 稍 等 对 啊 卡出 您 之前 十月份 啊 哦 您 之前 有 应急 开机 过 了 是 吧 没有 缴清 费 等 一下 哎 这样 好行 对   您好 哎 你好 您 之前 是 通过 哪里 开通 的   十九号 今天 是 吧 哎 对 状态 已经 是 正常 的 了
您好 请 说   是不是 那个 三十八 的 对   呃 这个 我换 不了 您 说 的 是 和 校园 四十八 套餐 呢   那 这个 现在 身份证 学生证 到 营业厅 办
您好 请 说   呃   这个 是 神州行 本地 二十八 套餐 通话 这边 就是 两百 分钟 超过 一分钟 一毛九一毛 五 的   他 这个 月 里面 还 剩 一百块 六 毛钱 然后 这个 月 消费 我 看 了 是 二十八 块 扣掉 另外 还有 一个 王者 荣耀 钻石 买 了 一块钱 总共 这个 月 只 收到 二十九 块 没有 一百多 它 现在 是 剩下 一百多 噢 还 剩下 一百多 噢 对 他 现在 还 剩 一百块 六 毛钱 噢 那 没 问题
您好 请 讲   八十 八块钱 套餐   八八 套餐 这个 是 月初 一次性 扣 套餐 费 八十八 内容 是 包含 一千两百 分钟 本地 打 呃 一千两百 分钟 国内 打 国内 免费 还有 五个 g 的 省内 流量   五个 g 然后
您好 请 讲 哎 你好 麻烦 你 帮 我 帮 我 看 一下 本 机 有没有 开通 国际漫游   有 开通
很 高兴 服务   您 上网 不行 的 是 飞享 十八 套餐 嘛 套餐 费 十八块 的   那 其他 都 没有 了 是 吗 二十八 块 里面 是 包括 流量 一 百兆 一百 分钟 在 本地 打 国内 电话 然后 包括 来电显示   对 本地 打 国内 电话 在 本地 打 国内
嗯 您好 高兴 为您服务   您 现在 用 的 八块钱 套餐   对 每个 月 八块   三十分钟 打电话 免费
您好 请 您 说   您 是 收到 短信 功能 吗   短信 功能 是 关掉 了 是 的   开 起来 一下 呢 因为 您 是 密码 知道 吗
您好 请 讲   可以 啊 那 我 就是 流量 套餐 额外 的 五块 流量 包 这些 我 都 帮 您 取消 掉 噢 因为 您 下个月 改 套餐 的 那 您 稍 等 我 给 您 关 一下   呃 正在 帮 您 做 您 稍等一下   现在 给 我 稍等一下 哈
您好 很 高兴 为您服务   可以 麻烦 稍等一下 我 看 一下   您好 这边 说 一下 本机 的 增值 业务 的话 像 有 彩铃 手机 阅读 还有 手机 报 这些 业务 都行 是 增值 的   可以 的 麻烦 稍等一下 我 这边 正在 办理
您好 您 请 说 哎 你好 呃 那个 我 这个 手机号 真的 更 低 的 这个 手机 套餐 是不是 幺 八八 的 那个 套餐 嗯 对 没错   嗯 对 有 包含   对 它 这个 套餐 的话 准确 的 流量 的话 是 这样 的 就是说 有 包含 全国 流量 两个 g 然后 剩下 的话 呃 它 是 在 省内 的 流量 可以 无限 使用 我 不 知道 打 这个 电话   噢
您好 请 讲   现在 每个 月 是 多少 啊 是 那种 九十九 十多 套餐 费 一个月 八十八 里面 是 两百 二十分钟 七百 兆 流量 一个月 八十八 然后 有开 一个 来电 提醒 两块钱 这边 九十 开了个 短信 包 十块 一百 每个 月 固定 扣 一百块 钱 就 可以 了   之前 套餐 一个月 八块钱 家园 卡 八元 套餐 没有 流量 一个 八块   对 那 如果 要 流量 最 便宜 是 十八 一个月
您好 请 讲   呃 对 您 这边 是 有 办 了 一个 宽带   呃 您 这边 宽带 是 办理 两年 时间 的 两年 时间 没有 到期 是 不能 关闭 的 呀   呃 到 明年 的 九月 一号 到期 还有 十一个月 的 时间
您好 很 高兴 为您服务   呃   嗯 目前 使用 的 是 三十八 元 的 套餐   那 可以 改 吗 要 改 什么 套餐 呢
您好 请 说   恩好 的 呃 给 您 查 了 一下 这个 套餐 十八元 的 然后 另外 还有 个 五十元 流量 包有 活动 它 这个 到期 会 自动 取消 还有 开通 了 来电 提醒 反正   就是 五十块 钱 它 每个 月 会 给 您 赠送 三十 您 自己 付 二十 这 活动 时间 是 呃 到 明年 四月 一号 到期   嗯 您 这个 活动 还 没 到期 啊 还 不能取消
您好 请 讲   到 了 呀 十元 加油 包   给 您 查询   您 现在 不过 您 现在 还有 一 百兆 的 一个 省内 流量 还有 四十 兆 的 国内 流量 您 现在 人 在 哪里 呀 在 福建 吗
您好 很 高兴 为您服务 喂 您好 有 需要 帮助 您   您 是 说 您 要查 您 是 什么 套餐 是 吗   请稍等 我 正在 为 您 查询 一下   现在 用 的 是 八元 家园 卡 八块钱 的 一个月 您好 之前 那种 没 流量 只有 三十分钟 和 来电显示 的 可以 听 得到 吗 女士 你 这边 突然 没 声音 了 我 不 知道 您 还 在 吗 嗯 那 还有 什么 可以 帮助 有没有 其他 的 你 是 说 你 里面 还有 没有 其他 业务 是 吗 噢 有没有 开通 别的 您 现在 就 一个 来电显示 是 送 的 家庭网 也 不用 钱 所以 除了 八块钱 收费 什么 其他 收费 都 没有
您好 请 说   请稍等 您 要是 我 人工 台 这边 给 您 查询 目前 的话 您 手机 上面 一个 就是 您 自己 本身 的 基本 套餐 七十九 固定 要 扣 的 就 这 一个   其他 没有 了 您 如果 通话 或者 流量 用超 了 再 另外 收费 固定 要收 的 就 没有 其他 东西 了 就 只有 七十九   稍 等 要是 您 现在 流量 的话 是 剩下
恩 您好 请 说   本 机 除了 套餐 费 九十九 有 办理 一个 是 来电 提醒 那 还有 个 家庭成员 这个 没有 收 功能 费 已经 学校 里面 开通 个 同步 课堂 那 其他 的话 就 没有 什么 业务 啊   对   您 是 说 同步 课堂 不 需要 是 吗
您好 请 说   对   实际 返还 的 时间   不能 直接 的 它 就是 那个 活动 就 固定 的 就 第一年 每个 月 划拨 六十五 第二年 划拨 五十 吗 就 是从 现在 开始 就 会 划拨
您好 高兴 为您服务   呃 有 啊   那个 叫 来电 提醒 不 在 来电显示 那个 来电 提醒 没 开   开通 一下 呃 可以 那个 要 两 两块 一个月 都 要 收费 的
嗯 嗯 您好 请 说行   嗯 五十元 的 流量 您 之前 对 十二月 一号 到期 您 等 下个月 月底 来电 取消 就 好 了 十一月 月底 的 时候   可以 呀 我 帮 您 去 申请 一下 让 他 等到 下个月 用 完 以后 自动 给 您 关掉 就 不 结转 流量 用不完 的 已经 帮 您 登记 好 了 还有 其他 需要 帮助 吗 不用 不用 嗯 好 祝您 天天 好心
您好 请 讲   噢 开通 的话 诶 我们 给 您 开通 就 可以 您 有 密码 的话 输入 验证 一下 我 帮 您 直接 开通 就 可以 了 有 密码 吗   服务 密码 就是 卡 的 服务 密码 知道 吗 六位数 的   忘记 的话 您 发送 五 五九 给 幺 零零 八六 开通 也 可以 的 直接 发送 短信 开通
您好 请 讲   您 现在 使用 的 是 那个 十八块 钱 的 套餐 两 百分 两 百兆 流量 跟 来 显 的   呃 您 是 说 什么   去 了 一个 十块钱 的 腾讯 视频 流量 包
您好 请 讲   在   呃 目前 查询 您 本机 是 我们 的 十八元 基本 套餐 然后 另外 我 看 了 一下 有 一些 增值 业务 那些 您 都 已经 做好 了 下个月 就 没有 那 也就是说 您 下个月 的话 就 只 剩下 十八 没有 什么 额外收费   那 你 那边 的 那个 什么 咪 咕爱 反应 一下 这是 什么 呃 都 取消 了 是 赠送给 您 的 下个月 就 没有
您好 您 说   好 的 马上 帮 您 看 一下 您 这边 您 这 一个 是 十八块 钱 的 飞享 套餐 还有 一个 十块钱 的 上网 流量 套餐 然后 其他 我 帮 您 看 一下 其他 这边 呃 帮 您 查看 一下   还有 一个 是 保底 消费 四十元 这个 一个 呃 和 手机 活动 其他 就 没有 了 你好   然 每个 月 语音 通话 保底 消费 五块 钱 其他 就 没有 了 您 这边 那 还有 什么 可以 帮 您 的
喂 你好   诶 请 讲   呃 您 这 套餐 现在 已经 登记 下个月 改成 三十八 的 新飞 享 三十八   你 是不是 有 接到 我们 的 公司 的 电话 呀
您好 请 说   嗯 有 更改 了   套餐 里面 是 包含 一百 分钟 本地 拨打 国内 电话 五百 兆 流量 的   那 还 其他 需要 帮助 的 吗
您好 请 说   女士 您 说   嗯 嗯 您 这个 是 二十八 的 飞享 套餐 里面 包含 三百 兆 的 全国 流量 一百 分钟 漳州 打 全国 二十八   有 另外 订购 一个 十元 七十 兆 流量 包 两元 来电 提醒 情况 好
嗯 喂 你好 嗯   好 我 帮 您 看 一下 您 稍等一下   您 这边 帮 您 查看 就是 流量 有 超过 电话 也 超过 了   对 流量 跟 您 超过 了
好 的 您 稍等一下   对 呃 您 这边 帮 您 看 了 一下 除了 基本 包 套餐 以外 还有 个 五块 钱 的 那个 无线 上网 的 大部 乱 套餐   另外 还有 一个 彩铃 跟 彩印 功能 其他 没有 了   嗯 彩铃 呃 彩铃 的话 已经 预约 好 下个月 取消 了 彩印 功能 还有 在 这个 要 取消 吗
您好 很 高兴 为您服务   那 您 是 原来 的 那个 五 五六 的 网 家庭成员 不要 了 是 吗   那 就是 原来 加进去 的 号码 先帮 您 取消 掉 然后 另外 再加 新 的 号码 进来 了   可以 啊 您 说
