你好请讲其他 先生嗯请讲 
您好请讲 可以的要改什么样的套餐 
您好很高兴为您服务 对现在就是五十八元四g飞享套餐了 
好您现在是一个四g飞享八十八的其它收费业务都没有就八十八两百二十分钟七百兆流量就这个 两百二十分钟七百兆的流量 
服务谢谢唉你好 国际漫游国际漫游开着的 
再见您好很高兴为您服务 嗯嗯什么套餐你说本改什么套餐 
高兴为您服务您好 这个卡吗 
您好兴您服务您好 这样那您目前是订那个优酷视频流量包就是在指定的优惠视频客户端看它本身普通自带的食品资源用那个三十个g去抵扣 
您好很高兴为您服务 那 
您好很高兴为您服务 手机什么套餐现在套餐是五百分钟通呃三百分钟通话五百兆流量 
您好很高兴为您服务 好的请稍等我看一下 
您好很高兴为您服务您好 嗯对是的新方面目前没有没 
您好很高兴为您服务 嗯你说国际漫游是吧就我就帮您开通开通好了他是六月九号开的到七月九号结束噢 
您好很高兴为您服务 对是的 
很高兴为您服务 套餐月租费五十块钱的里面是两g的流量一百分钟两毛 
很高兴为您服务 现在有没有再用了我这边是查不到的我只能看到这宽带还在的你这宽带是要营业厅吗还是说到期不想 
很高兴为您服务 呃是反映什么问题吗因为这边选择类别才能转 
您好很高兴为您服务 噢您说的是那个三十个g的视频流量包吗不是啊是一百块呃您是说本地流量 
您好很高兴为您服务 你下个月看一下还是跟这个月噢这些流量变更了流量升级到五个g另外再送五个g送到明年六月底 
您好很高兴为您服务 恩好的我看一下您现在套餐的话是呃六十八块是一百分钟通话和七百兆流量六十八块一个月 
很高兴为您服务 这业务已经办好了生效了一下 
很高兴为您服务 手机密码知道吗 
很高兴服务你好你好你好 到六月份 
好稍等帮您核实一下已经开过了女士就正常状态 国际漫游已经开过了都是正常状态 
您好很高兴为您服务 嗯那个六十八的 
您好很高兴为您服务 对下个月您还是有这个家庭正常计划的权限 
您好很高兴服务 对 
您好请讲 套餐是一个四g自选套餐然后一二百一呃有一个一百六十八块钱的语音然后加了一个流量是五十块钱的个多少的其他的我看一下其他的还有没有啊然后您这边 
您好高兴服务 你好请问 
你好请讲唉你好 对 
您好很高兴为您服务 您好 
很高兴为您服务 对这边是上海移动 
您好很高兴服务哎 周萍姐好您挂机之后把手机重新启动一下就可以了啊 
您好很高兴为您服务 喂你好 
您好很高兴为您服务喂你好嗯您好请说 您是一个四g随心卡然后是十块钱一个月的就八块钱是打电话两毛五一分钟打电话打一个算一个两毛五一分钟然后全国接听免费另外您有一个两元上网随心包就如果不上他不收上的话是先收您一块钱有三百兆的就可以用三百兆本地流量当天可以无限叠加的就一块钱三百兆本地流量当天无限叠加如果走国内流量就零点二九一兆来收取费用就这 
您好很高兴为您 嗯嗯 
您好很高兴为您服务唉你好是这样我想咨询一下 现在那个套餐帮助 
您好很高兴为您服务 呃 
很高兴为您服务 那先生我那这边帮您转到宽带专席包括您哪个号码跟这个宽带要跟他说明一下啊清楚那这边先帮您转接以后号码您要查询业务也可以通过关注我们中国移动幺零零八六的微信号操作那先帮您转接为了更好解决问题将电话转宽带专席请稍等 
您好兴您 稍等一下对是的八块钱一个四g飞享套餐唉 
您好很高兴为您服务 没错 
您好很高兴为您服务 恩 
您好很高兴为您服务 您现在是一个自选套餐八十八的下个月是十八的一百兆流量打电话一毛九一分钟中国 
什么 您好很高兴为您服务 
您好很高兴为您服务 您稍等一下帮您看一下您现在使用的是一个四g的飞享套餐五十八块钱一个月的然后您这个套餐里面的话呢包含的是我稍等一下 
您好很高兴为您服务 呃这个号码目前的状态是一个十八元的一个购买你在网聊套餐其他没有收费业务了套餐内容是每个月送一百二十兆流量然后市话长途一毛八一分钟上海接听免费对啊 
您好很高兴为您服务 嗯 
您好很高兴服务 套餐你是一百三十八一个月套餐送五百分钟通话一个g的流量 
您好很高兴为您服务 恩你好 
您好很高兴服务 国际漫游对吧 
很高兴为您服务 我看您是二号就帮他停掉了 
您好很高兴为您服务 恩在包生效了可以用了 
很高兴为您服务我另外我现在用的什么套餐 其他没有别的 
噢好的 嗯不客气套餐主要是一个一百零八元的一个全球通自选套餐套餐的话呃那还有个十块钱短信里面就一百一十八这个主要是一百一十八然后套餐外有一个叫新版流量至尊包的业务一百块的十八块钱的 
您好很高兴为您服务 恩对是的 
您好很高兴服务 对这个协议还没到期先生 
您好高兴为您服务 您好有什么可以帮您 
您好很高兴为您服务 套餐套餐一百五十一百五十八的五百分钟通话两g流量的 
喂您好很高兴为您服务 你好 
您好很高兴为您服务 对十块钱一百 
您好很高兴为您服务 流量呃支持的对二十元的 
您好很高兴为您服务 您这边是一个我看一下啊您套餐是十八块钱的一百兆流量国内主叫呢是一毛九一分钟然后全国接听免费的 
您好很高兴为您服务您好很高兴为您服务 您好很高兴为您服务 
您好很高兴为您服务 您现在是一百二十八元的套餐是三百分钟通话还有两个g的流量百二十八一个月 
您好很高兴为您服务您好很高兴为您服务 噢对有的是的先生 
您好兴为您服务 现在目前用的是呃四十八的一个四g自选套餐五十分钟通话流量五百兆 
您好很高兴为您服务 嗯 
您好很高兴为您服务你好我想咨询一下我现在这个 五十八您是五十八的两百二十分通话一百兆的流量 
您好很高兴为您服务 您现在是八十八套餐套餐是两百二十分钟七百兆流量之前因为您有个飞享特惠活动是额外送您八十分钟通话和三百兆流量但是它活动是搞到一七年六月份就结束了 
您好很高兴为您服务唉你好你帮我查一下我这个手机 嗯对幺 
应该身份证和喂呃 是多少流量 
很高兴为您服务 我现在这个套餐这个这个情况 
您好很高兴您服务 那我想跟您说的是您手机号码没有什么长途包 
为您服务喂您好哎你好 您本机号办的这个宽带是吧对对啊我帮您看一下好那这个到一八年的一月底还有两个月 
您好很高兴为您服务 嗯嗯 
您好很高兴为您服务 不好意思套餐月租是一百零八块的月租一百零八 
您好很高兴为您服务 幺六六零 
您好很高兴为您服务您好 嗯对但是您这个办理不了您这个如果想办理这样的前面您输入的那个号码的服务的话您这边的话最少您这边的话要办理七十块钱以上的业务也就是说您需要办理七十块钱三个g的服务啊不是您平常是升不了 
您好很高兴为您服务 那我把查询账号密码的方式发给您稍后您自己发短信过去它会把账号密码重新再发给您的 
您好很高兴为您服务 越南有的要关掉吗 
您好很高兴为您服务 您来电这个号码国际漫游已经开好了 
您好很高兴为您服务 改套餐 
噢四五六零三八的 完 
您好很高兴为您服务 嗯十一月三号是吧 
您好很高兴为您服务您好 啊没有四g套餐呀这个套餐就是以前很小的那种呀神州行的呀 
您好很高兴为您服务 嗯这个号呃没没有到期啊那个要要到两月份到期还有一个月 
那就是自己上网八十八元套餐然后下个月换了一个指向八十八下个月是三百分钟五百兆流量 额外的话费额外有一个是我三月的来电提醒还有个五元的彩铃参加那个资费签约承诺八十八两年返话费的活动 
您好兴您服务您好 就是刚输一下您的号码是吗 
您好很高兴为您服务 有的有一个用户视频流量呢每月是二十四元三十个g的做今年的话它是免掉的从明天开始收费二幺二四今年年底之前二十元是都是免掉的 
您好兴您服务您好 嗯零一百三四个g就是这个月临时按天折算的流量包下个月没有的取消掉 
您好高兴为您服务您好 对是的然后再送你三个g的国内流量 
高兴为您服务 本月是八块钱的那个最低月租八块的下个月已经改成了十八块的四g飞享套餐了 
您好兴您服务您好 嗯本机的话目前是开着三十天有效到十月二十六号零点失效 
高兴您服务 部门呢就是现在那个饱和周年对吧 
您好很高兴为您服务 套餐没改您还是五十八现在您需要改吗 
喂哦您好请说 手呃您好听不太清您说什么麻烦您调整一下要咨询什么 
高兴您服务 可以 
您好很高兴为您服务 恩对 
很高兴为您服务 嗯嗯 
您好高兴为您服务 那你说这个月套餐对吗 
您好请讲 我看一下啊 
为您服务 本机流量套餐您是五十八的套餐一百分钟五百兆流量的您要怎么改呢 
很高兴为您服务 先生目前是换机带的三十八元的上网套餐里面有八十分钟的本地通话两百条短信两百兆流量 
八块钱的神州行标准卡还有两块钱气象助手 手机密码知道吗我帮您取消 
很高兴为您服务 有什么可以帮您你刚刚 
为您服务 七月份对吧对稍等我帮您查询一下 
您好很高兴为您服务 嗯家庭呃副号码吗那个删除的话是下个月生效就添加副号码如果您本月呃五个人没有买的话可以加本月立即生效如果已经买了就只能下个月生效 
您好很高兴为您服务 三g况到三g再送三g的流量送到明年六月份已经办好了 
